,premise,hypothesis,label,aug_type
325434,A young soccer player getting ready to shoot the ball.,A player is preparing to shoot a ball.,0,bert_replacement
334245,two older men in big jackets uniforms are playing a good game of air head hockey together.,Two men are older,0,bert_insertion
133860,Two men in white and black stripes shirts sit at a table.,Two men in gray suits are on the bar.,2,back_translation
446094,A man plunge into the water surrounded by rocks and pine tree diagram.,A man dives into water.,0,synonym_w2v
440977,Young african children beat on drums and play together.,young african children will beat themselves on drums and play together.,1,bert_insertion
172359,Two women are fighting in a martial arts tournament.,Two women are fighting in a martial arts tourney.,2,synonym_w2v
369171,Two women hiking on a rocky trail.,two women hiking happily on a rocky nature trail.,1,bert_insertion
124992,A man in a dress shirt and tie is standing in front of a sign selling donuts.,A man in a dress shirt and tie personify standing in front of a sign merchandising donuts.,2,synonym_w2v
362895,A black person tries to knock down the last pin in a bowling game.,The person is a girl.,1,back_translation
86318,Several men look out the window while a woman in sunglasses leans on a wall nearby.,The men are happy.,0,bert_replacement
373828,Four people are in a pavilion getting drinks from two men.,They're getting drunk.,1,back_translation
481936,A man in business costume walking on the sidewalk.,the man is under the sea,2,back_translation
52050,Two children climbing on top an art.,Kids are at a museum.,1,bert_replacement
502712,A man with a flannel shirt and black pants sits on a boat looking through the relling.,The man is swimming out of the ocean.,2,back_translation
62899,A team in white uniforms is celebrating on a platform as music explodes around them.,The team is wearing red uniforms.,2,bert_replacement
309534,Children are staring out the doorway of a blue building with red shutters.,Children are playing in the mud,2,bert_replacement
221660,Several people on the subway reading the newspaper.,People ride from one meter to one.,1,back_translation
233134,The two friends are laughing and having a good time.,the no two made friends they are laughing and having a good time.,2,bert_insertion
390334,A woman wearing a white shirt and a red band is sitting and clinging to a pole.,can be a real one.,1,back_translation
97629,"two little kids, one still wearing underneath a red hat, playing around a pick up paint truck.",Godzilla is eating tacobell.,2,bert_insertion
93533,Woman with weired hair and giant sunglasses in front of Walgreens.,A woman is buying some bread.,1,bert_replacement
227634,Group of people in front of door while with their bicycles.,The doors are white.,1,synonym_w2v
155490,An old man cheating on a craftsmanship.,An old man is sculpting a little wolf from a piece of wood.,1,back_translation
452124,Two men play guitar between a group of people in a boat.,The men are playing guitar on a boat.,0,back_translation
383402,"An entertainer stand on one leg, holding up a dog as two goats stand on pedestals in the background.","An entertainer standpoint on unitary peg, holding up a dog as two goats stand on pedestals in the background.",2,synonym_w2v
202909,A mother constitute holding her sister in her lap at a eatery.,A baby is with a mother inside a restaurant.,0,synonym_w2v
355201,A girl dressed in black in a purse on her arm is smiling at a man in a room in lots of desserts on the table.,A woman wearing black in a handbag full of dog treats.,2,bert_replacement
510647,A girl pulled down a slide.,A boy is pulled down a slide.,2,bert_replacement
24230,A person is walking in a city with a group of birds.,A person is walking in a small town with a group of cats.,2,bert_replacement
71257,Boy stands near washing hanging come out of the closet to dry.,The laundry is in a dryer.,2,synonym_w2v
523609,"Three men and two women walk through an outside runner, passing through a man sitting in a step reading a newspaper.",Three men and two women walk along a long corridor.,1,back_translation
345330,A speed skater on the gel track.,A skater competes in a fast skating competition.,1,back_translation
341325,Women with sandals and dress touching a production refrigerator while they are kept in a shopping cart.,there is a woman wearing a dress with a car,0,back_translation
271020,A man in a blue sweater looks at the driver of a street car.,A man in a blue sweater is looking at the driver of a car that just cut him off.,1,back_translation
296949,A woman in all black is posing next to the railing at a river during winter.,A woman in all black be posing next to the railing at a river during winter.,1,synonym_w2v
60336,A man with a yellow shirt is doing something with a na beach trunk.,A tall person on a beach,1,back_translation
189547,A few people watch several swimmers with fitted swimming caps swim in an Olympic-size swimming pool.,A few people watch several swimmers with fitted swimming caps swim in an Olympic - size float kitty.,1,synonym_w2v
534221,a man and eventually a woman here are looking at each other while simply standing there on an elaborate indoor balcony.,A couple are waiting to go out for the night.,1,bert_insertion
479613,A small child with brown hair sitting on the seat of a red motorbike on the side of the street.,a small thin child thing with brown hair sitting on foot the seat of a red motorbike on off the side side of the street.,0,bert_insertion
148635,A man is sailing down a sand hill.,A man goes down a hill full of sand.,0,back_translation
260399,Three men grilling on a front porch.,The picture only shows a woman playing tennis with her son.,2,synonym_w2v
339657,A man in a suit and a woman in a wedding dress walk down a damp pier.,Everybody is walking,2,bert_replacement
132040,A young female person in a green tank car top and underdrawers standing in the middle of the railroad tracks.,The young woman is sleeping at home.,2,synonym_w2v
258890,"A charwoman standing against a building looking at her phone, with her leg propped upwardly.",A woman is texting her friend for a ride.,1,synonym_w2v
386679,A woman looking at her cell phone.,A woman who uses her cell phone.,1,back_translation
375552,Child are playing in a puddle of h2o that possess resulted from a spray gushing from the pavement.,There is a water leak,1,synonym_w2v
537179,A drummer performing on level in the evening with a guitarist sitting behind him.,Two musicians are playing at a gig.,0,synonym_w2v
337580,A waiter taking an order in a restaurant.,A waiter chats with his boss in a restaurant.,2,back_translation
215735,A football player is looking down at a football during a play.,A quarterback gets ready to deliver the ball.,1,bert_replacement
360168,A man in a white suit and gray pants is working in an outdoor clothing store.,The man is swimming.,2,bert_replacement
96304,a woman enjoying her reading at from a starbucks coffee shop,A woman is reading a book at a coffee shop.,0,bert_insertion
